"","log(alpha)","log(a)","sigma2_alpha","sigma2_c","sigma2_a","sigma2_b","phi","phis"
"167",0.707472696592773,0.598580917337523,2.32209390538036,0.400169805478502,0.883099599588303,2.50191034801694,4.70149713240656,1.42350818100526
"168",0.707472696592773,0.546700427093455,0.355437900278945,0.304976528433949,0.991202618919325,3.53085545600324,5.09526035094971,1.77696111370617
"169",0.707472696592773,0.546700427093455,4.77789227845494,0.360178825687875,6.11484653289386,2.23658395162742,5.09526035094971,1.97583309789001
"170",0.707472696592773,0.546700427093455,2.21065763242514,0.409253350947795,0.565257730015834,1.93058704131502,5.09526035094971,2.17629464226193
"171",0.696238857537146,0.568955491703275,0.529455120237714,1.36920601681426,0.543140962271009,3.01797966690012,5.09526035094971,2.01884387011407
"172",0.696238857537146,0.568955491703275,1.60785768900722,0.885370443810834,3.1407270800708,2.24215925180153,5.09526035094971,1.93981700249911
"173",0.696238857537146,0.568955491703275,1.16013900730024,0.367360315530441,2.08164864064433,2.42568937527981,5.09526035094971,2.21899515987943
"174",0.696238857537146,0.568955491703275,0.735029552766811,0.409117493039321,0.358858659961546,2.2743437224152,3.1749455325396,2.30383236553716
"175",0.696238857537146,0.568955491703275,0.713940947388262,0.853148128603158,0.916540630263055,2.39615283724307,2.45819664778185,2.6057350853257
"176",0.719319521715893,0.568955491703275,0.741649773661751,0.40513783693618,0.47705716617443,3.72910832436238,2.45819664778185,2.6057350853257
"177",0.719319521715893,0.544950654718673,1.18013228178768,0.387646625533165,0.900230607552796,1.85258158455766,1.21660984456176,2.63382772724276
"178",0.719319521715893,0.544950654718673,0.720893889307826,0.625409119517646,0.483956134513817,2.93809126502119,1.83869027264617,2.96594704665987
"179",0.719319521715893,0.536713436531088,0.467217022017786,0.438189463027164,0.501639511314185,2.67298014140955,1.28585105430499,2.96594704665987
"180",0.719319521715893,0.478066982296525,0.755041187832911,0.285702765303563,0.526474450637385,2.88293522855437,1.19468085242856,2.77013610129802
"181",0.719319521715893,0.478066982296525,3.81710308059177,0.469544032980267,0.773620323706385,2.64118762323819,1.19468085242856,2.84052991932561
"182",0.719319521715893,0.478066982296525,0.318044250916541,0.393642933182971,4.61205820827312,2.49148723640913,0.681921359861307,2.68105794054711
"183",0.719319521715893,0.478066982296525,3.23306751324774,0.537466522505351,0.355807284516595,2.86839217840897,0.681921359861307,2.71230099269372
"184",0.719319521715893,0.509574503578209,4.83478134378447,0.470213405673547,0.241353935322883,2.164437830153,0.601312426951854,2.88834394451686
"185",0.719319521715893,0.549683892994601,0.317023041201905,0.579557281536605,0.759664343061848,3.58603263239485,1.39755516768867,2.93234861498204
"186",0.719319521715893,0.549683892994601,7.30171702966207,0.585287467869259,0.556583512144817,2.8013034288539,2.01259408997731,2.66583510459073
"187",0.719319521715893,0.491757296238338,1.56278359081467,0.337788230563915,0.238172470103501,4.07692818948846,3.74458435980431,2.7907504175892
"188",0.719319521715893,0.491757296238338,8.48868873492708,0.650724252011059,0.945671076882058,3.49612212053257,3.74458435980431,2.29817044036889
"189",0.719319521715893,0.491757296238338,1.01752108138724,0.46903536201903,0.852355228880149,3.32439470822006,2.6809630581754,2.34591218215833
"190",0.719319521715893,0.491757296238338,0.623077893282991,0.682545331797261,1.58566487480303,2.02682774014839,0.197256787850959,2.40290003676721
"191",0.719319521715893,0.491757296238338,0.832368377389433,0.457100833626781,1.56894186703813,2.77796219073042,0.197256787850959,2.40591275473406
"192",0.719319521715893,0.491757296238338,1.14546183067663,0.61100019712722,0.588695390436787,8.97129900327604,0.353640369741028,1.94863608596743
"193",0.719319521715893,0.491757296238338,3.64953830461233,0.604768108049423,4.0661092310008,3.56165125537189,0.353640369741028,1.88910476382394
"194",0.719319521715893,0.491757296238338,2.26617444051557,0.470283269419236,1.84038280481049,5.68688142396102,0.353640369741028,2.49334526411742
"195",0.719319521715893,0.491757296238338,0.321421741550277,0.538240196396787,0.915389342081032,1.88484089081795,1.20355262625711,2.90240404338511
"196",0.719319521715893,0.491757296238338,4.4009291991031,0.620402102125774,0.510671355631716,2.84383721982081,1.65268602799144,2.3913588112452
"197",0.719319521715893,0.491757296238338,0.374070688267789,0.522605021791194,0.553214676473833,2.05261648159047,1.65268602799144,1.76636674781479
"198",0.719319521715893,0.491757296238338,1.92029453451845,0.447982722900866,1.39640626432448,2.99167254832769,1.65268602799144,1.70725746213889
"199",0.723122786651796,0.491757296238338,3.40697356641171,0.626129178003835,0.430093637510735,3.14993260530434,0.488217772265729,1.12030076847726
"200",0.723122786651796,0.541568733834014,0.918929906427316,0.54717840220533,0.434692484548972,3.05279771566382,1.0480001639671,1.29088217869941
"201",0.723122786651796,0.541568733834014,0.231077191001709,0.473496301717977,1.41517318325721,3.16668711084423,1.0480001639671,0.73940037732438
"202",0.723122786651796,0.541568733834014,0.509316267690035,0.601848769603382,1.2866024528445,2.87619185110714,1.0480001639671,0.559538957185855
"203",0.723122786651796,0.502938870075268,6.47895806766099,0.496917683656686,0.93428369231035,2.36218439872834,2.45433921404055,0.547690623068731
"204",0.723122786651796,0.502938870075268,1.63431950855296,0.543753207602112,6.63294123200688,2.90576677941008,2.82312211825322,0.927373249296031
"205",0.723122786651796,0.502938870075268,3.05509073307695,0.415721924056117,1.91662468815728,2.56195209981138,2.82312211825322,0.927373249296031
